battery_id,manufacturer,chemistry,capacity_kWh,charge_cycles,avg_temp_celsius,discharge_rate_c,charge_rate_c,avg_soc_percent,storage_time_months,fast_charge_ratio,calendar_age_years,capacity_retained_percent
BAT012856,Panasonic,NCA,69.91,489.0,21.46,0.675,1.242,37.51,0.1,0.185,1.29,89.09
BAT005360,LG Chem,NMC,78.18,280.0,26.49,1.353,1.421,26.43,3.7,0.31,0.14,92.53
BAT011698,Samsung SDI,NMC,68.02,982.0,32.24,,1.194,52.55,7.3,0.095,1.66,87.75
BAT014744,LG Chem,LFP,62.06,805.0,,0.699,0.622,57.14,1.1,0.489,5.42,
BAT005779,BYD,LFP,44.56,469.0,28.45,1.24,1.201,45.87,0.6,0.035,1.5,95.34
BAT013380,,,90.91,788.0,34.81,0.893,0.988,28.97,2.4,0.609,3.62,73.52
BAT006486,LG Chem,NCA,80.25,859.0,22.31,1.665,0.5,62.69,2.3,0.17,1.23,88.59
BAT003943,Tesla,NMC,72.83,465.0,25.57,0.5,0.966,63.34,6.1,0.257,7.68,84.48
BAT009271,Panasonic,LFP,72.98,432.0,31.51,1.116,0.571,70.53,0.7,0.511,0.86,89.0
BAT003718,Tesla,NMC,88.45,313.0,39.48,1.264,0.963,38.37,1.9,0.219,0.79,
BAT005047,LG Chem,NMC,,956.0,40.1,0.966,1.688,56.04,21.2,0.158,1.24,83.03
BAT001711,Tesla,LFP,,619.0,29.25,2.203,1.385,36.79,1.5,0.641,0.14,92.97
BAT013119,Samsung SDI,LFP,82.62,958.0,27.65,0.969,1.218,49.99,0.2,0.117,0.16,88.59
BAT013820,Tesla,NMC,79.47,,23.35,,1.071,55.8,0.7,0.084,4.07,84.57
BAT005961,LG Chem,NCA,101.64,517.0,19.22,1.623,0.847,83.7,10.2,0.261,0.88,93.16
BAT000563,Tesla,LFP,53.4,2465.0,20.99,1.043,1.365,50.67,1.9,0.63,1.51,68.35
BAT013769,BYD,LFP,78.76,985.0,21.16,0.718,1.148,77.75,1.0,,0.25,
BAT004232,CATL,NMC,72.58,694.0,0.96,0.649,0.5,75.24,7.0,0.259,0.66,90.54
BAT000641,Tesla,NMC,83.11,620.0,24.78,0.5,1.239,37.17,3.6,0.067,3.9,88.94
BAT001670,BYD,NMC,82.35,265.0,41.63,0.5,,53.28,4.6,0.23,0.37,87.03
BAT003001,CATL,LFP,40.0,2083.0,20.06,2.386,1.322,68.74,10.0,0.048,0.1,82.58
BAT007310,,,56.38,,26.88,1.52,0.947,51.1,8.9,0.404,3.3,84.47
BAT013397,CATL,LFP,95.41,831.0,25.89,1.743,0.5,65.69,8.8,0.147,6.32,85.05
BAT007810,,LFP,94.5,1164.0,27.37,0.879,1.265,,0.1,0.45,1.37,80.72
BAT002408,Panasonic,NMC,71.08,613.0,27.7,1.062,0.5,62.56,2.9,0.114,4.18,88.91
BAT012568,Tesla,LFP,82.01,543.0,19.05,2.38,1.157,70.31,0.5,0.371,0.98,91.42
BAT007507,LG Chem,LFP,48.79,1400.0,39.16,1.775,1.0,68.05,1.0,0.53,3.83,75.81
BAT007800,Panasonic,NMC,97.31,829.0,27.16,1.651,1.542,77.14,6.3,0.212,1.33,84.8
BAT004227,Panasonic,NMC,66.44,1253.0,38.99,0.995,1.118,48.98,6.9,0.335,0.18,77.5
BAT009827,LG Chem,NMC,74.39,592.0,15.02,0.968,1.026,53.47,0.3,0.468,1.0,86.61
BAT008447,CATL,,66.15,1042.0,37.69,0.5,1.233,58.52,1.9,0.093,0.37,85.85
BAT002911,Panasonic,NMC,83.24,1697.0,23.33,1.024,0.624,45.45,3.8,0.028,7.39,76.89
BAT013879,CATL,NMC,52.15,,35.84,0.5,1.28,51.45,10.0,0.274,2.11,78.02
BAT014368,BYD,NMC,95.38,485.0,43.5,0.5,1.161,63.03,3.2,0.226,0.19,91.48
BAT012105,Panasonic,LFP,82.52,236.0,25.57,0.888,0.555,67.23,1.7,0.562,3.14,87.88
BAT010187,BYD,,82.16,471.0,31.4,0.992,0.744,63.46,1.4,0.068,5.14,85.57
BAT010731,Panasonic,NMC,68.21,825.0,29.2,1.181,1.459,64.74,8.7,0.023,2.58,87.98
BAT005126,CATL,NMC,82.31,336.0,18.61,0.5,1.083,37.5,1.3,0.189,,88.02
BAT002929,BYD,NMC,75.94,1695.0,31.37,1.695,0.59,39.77,20.9,0.526,2.38,71.31
BAT003167,Samsung SDI,NCA,86.48,2078.0,30.66,1.425,1.309,64.32,3.5,0.235,8.12,60.66
BAT014444,BYD,LFP,68.48,311.0,35.6,1.712,0.897,52.46,1.5,0.143,2.65,88.13
BAT003379,Tesla,LFP,58.38,212.0,28.53,0.5,,38.42,0.3,0.256,0.51,93.41
BAT000181,Panasonic,NMC,70.3,1121.0,16.86,0.819,1.05,54.54,3.4,0.194,2.17,82.45
BAT006224,Panasonic,LFP,71.57,1989.0,16.73,1.584,0.881,61.35,1.8,0.209,0.13,81.12
BAT012516,LG Chem,NMC,53.27,804.0,29.64,1.759,1.127,47.69,5.2,,,88.32
BAT004555,LG Chem,NCA,67.1,1962.0,31.61,0.5,0.798,80.92,0.0,0.102,1.78,71.95
BAT002219,BYD,LFP,65.3,,38.61,,0.873,50.74,1.6,0.242,2.33,87.56
BAT012669,Panasonic,NMC,64.97,733.0,20.62,1.277,0.966,58.15,4.8,0.108,5.8,85.67
BAT001956,Samsung SDI,NMC,,669.0,27.67,,0.886,51.5,3.5,0.038,1.33,91.69
BAT001058,LG Chem,NCA,52.21,728.0,27.97,0.836,0.965,80.81,4.1,,5.91,76.53
BAT005968,Tesla,NMC,80.87,925.0,22.94,0.5,1.33,54.74,3.7,0.572,1.26,81.86
BAT006384,Panasonic,LFP,77.35,693.0,20.12,1.566,1.786,52.21,1.8,0.577,0.1,
BAT010540,LG Chem,,68.41,504.0,27.7,1.482,1.004,82.09,10.8,0.108,0.65,90.55
BAT013174,BYD,NCA,73.02,964.0,27.46,1.479,0.735,44.83,0.3,0.073,1.52,87.82
BAT001400,CATL,,81.76,158.0,33.72,1.678,1.344,43.53,7.3,0.2,0.31,96.44
BAT013745,,NMC,70.52,514.0,23.29,0.5,0.884,,23.9,0.215,2.62,
BAT005573,BYD,NMC,99.22,1627.0,23.15,0.5,,70.94,,0.103,4.17,78.86
BAT010523,BYD,NMC,55.91,170.0,21.88,1.286,0.853,54.34,3.1,0.395,1.8,95.76
BAT004126,CATL,LFP,69.14,570.0,26.3,0.5,1.456,67.47,1.6,0.544,0.67,89.35
BAT009427,Panasonic,NMC,83.51,556.0,17.82,1.424,1.103,38.61,3.2,0.389,0.28,84.05
BAT011061,BYD,NMC,61.9,191.0,39.23,2.298,1.39,54.74,0.6,0.185,0.51,93.16
BAT002235,CATL,LFP,53.06,66.0,31.24,1.568,0.5,48.3,4.3,0.3,2.5,91.75
BAT012042,Panasonic,NMC,83.58,,25.3,0.5,0.746,39.89,1.3,0.012,2.37,91.79
BAT007143,BYD,NMC,80.48,1133.0,28.51,0.712,0.663,62.92,1.0,0.052,,
BAT013364,Panasonic,NMC,49.93,743.0,25.5,0.5,1.439,49.4,9.3,0.341,2.94,86.95
BAT001211,LG Chem,NCA,90.52,996.0,16.17,1.966,,61.81,3.1,,1.32,85.79
BAT012868,Tesla,NMC,92.42,506.0,26.0,0.979,1.457,48.35,6.4,0.148,1.53,91.98
BAT010438,LG Chem,NMC,98.54,707.0,27.26,0.579,0.724,71.07,17.2,0.283,2.27,86.35
BAT002239,Tesla,,,,30.65,0.5,0.649,48.19,6.8,0.345,0.17,88.07
BAT006278,Panasonic,LFP,51.71,559.0,27.23,1.912,1.328,44.05,4.5,0.093,0.14,91.07
BAT010743,Panasonic,NMC,88.47,958.0,37.15,0.5,0.613,59.01,0.2,0.18,0.29,85.34
BAT002949,Panasonic,NMC,74.24,889.0,20.29,0.744,1.422,34.71,3.0,0.039,6.82,81.58
BAT011768,Tesla,NMC,85.89,400.0,13.06,1.717,1.12,51.95,1.0,,2.61,84.33
BAT008389,CATL,NMC,88.42,797.0,27.27,1.549,1.099,57.18,1.6,0.226,0.1,94.17
BAT010164,LG Chem,NMC,72.79,1065.0,22.02,0.53,0.891,70.48,3.1,0.17,2.08,85.68
BAT004157,CATL,NMC,74.27,513.0,20.03,0.5,0.953,36.66,1.3,0.257,,89.69
BAT007663,BYD,LFP,81.66,893.0,33.37,1.049,1.129,84.52,6.1,0.632,0.71,87.89
BAT012287,BYD,NMC,76.6,677.0,27.63,0.5,0.882,44.47,1.9,0.425,0.55,85.93
BAT003578,LG Chem,NMC,79.92,896.0,29.01,0.638,0.717,73.93,5.7,0.061,1.66,87.67
BAT004411,Tesla,LFP,86.89,458.0,31.65,1.237,1.449,56.35,2.9,0.099,1.35,94.37
BAT005295,BYD,NMC,61.87,653.0,24.61,2.485,1.432,18.17,2.7,0.466,5.22,82.0
BAT011937,BYD,LFP,82.69,216.0,19.65,1.899,1.723,64.03,4.1,0.21,0.27,98.01
BAT001435,Tesla,NMC,79.75,293.0,20.33,1.084,1.116,45.44,0.8,0.298,1.57,88.39
BAT014982,Panasonic,NMC,49.89,461.0,,1.115,,66.5,0.6,0.214,2.44,89.06
BAT000093,BYD,NMC,68.37,512.0,28.05,1.077,0.5,29.01,0.2,0.518,1.47,88.59
BAT011386,LG Chem,NMC,91.09,496.0,13.6,1.216,0.766,19.73,3.9,,0.77,90.04
BAT007926,Panasonic,NMC,88.32,1096.0,21.1,0.5,1.232,57.13,2.0,0.496,0.38,81.97
BAT005850,LG Chem,NMC,55.13,884.0,10.92,1.547,1.135,66.8,4.3,0.127,0.51,90.5
BAT013066,CATL,NMC,71.51,,13.63,1.323,1.149,39.82,5.6,0.271,0.17,83.4
BAT008455,Samsung SDI,LFP,94.76,960.0,25.6,0.5,0.87,30.51,3.2,0.217,1.49,89.25
BAT013317,Tesla,,57.11,470.0,16.73,0.5,0.94,49.64,5.2,0.245,0.1,92.59
BAT006216,BYD,NMC,,1383.0,22.9,0.5,0.676,59.75,0.3,0.16,2.62,80.11
BAT003466,CATL,LFP,64.21,876.0,26.81,1.3,1.232,45.05,0.6,0.115,0.71,90.95
BAT009538,BYD,LFP,71.5,663.0,,0.5,0.776,80.15,7.8,0.476,2.27,87.75
BAT014198,,NMC,97.9,546.0,24.5,0.5,0.735,33.62,2.4,0.13,0.35,90.08
BAT007439,Panasonic,NMC,81.92,345.0,15.08,0.988,1.131,68.75,4.4,0.429,3.9,89.76
BAT010280,LG Chem,NMC,72.2,653.0,26.19,,1.548,52.89,0.1,0.241,2.45,86.64
BAT006597,Tesla,NCA,71.54,714.0,25.84,0.5,1.706,54.57,8.0,0.263,0.73,85.53
BAT009315,CATL,NMC,88.5,796.0,29.03,,0.761,61.48,,0.311,2.32,85.44
BAT010467,LG Chem,NMC,88.09,794.0,34.89,1.046,,77.56,1.8,0.083,0.7,86.4
BAT009357,BYD,LFP,71.9,696.0,9.1,2.141,0.916,66.59,5.3,0.144,4.59,90.65
BAT001085,Samsung SDI,LFP,70.08,740.0,37.15,1.486,,33.4,1.1,0.073,1.18,88.14
BAT008750,Tesla,LFP,70.85,,,0.5,1.596,54.42,17.3,0.568,3.55,85.71
BAT002778,Tesla,NMC,76.36,489.0,23.74,1.546,0.902,65.87,,0.116,0.68,92.76
BAT005682,LG Chem,NMC,65.84,671.0,35.7,2.387,1.138,41.77,1.5,0.397,1.64,86.55
BAT000429,,NCA,78.18,573.0,21.47,0.5,0.5,33.21,1.7,0.101,0.82,93.78
BAT005016,Panasonic,NCA,69.48,666.0,,1.145,1.312,52.95,2.3,0.081,0.15,88.84
BAT008769,LG Chem,NCA,63.03,151.0,34.15,1.045,0.532,38.61,4.9,0.101,1.3,92.05
BAT007402,CATL,NMC,101.15,667.0,27.23,1.926,1.369,59.97,4.9,0.188,1.19,89.26
BAT004801,Tesla,NCA,54.14,574.0,20.77,0.5,1.317,62.08,1.9,0.234,1.02,92.08
BAT011228,Samsung SDI,LFP,98.34,870.0,26.32,2.058,0.941,35.94,0.3,0.16,3.69,87.04
BAT013828,Tesla,NCA,54.21,722.0,27.98,0.5,1.558,29.4,0.4,0.808,0.56,76.24
BAT002699,BYD,LFP,60.15,1545.0,31.17,1.579,0.669,67.43,21.7,0.164,0.77,83.14
BAT006533,Samsung SDI,NMC,106.98,556.0,36.53,1.679,0.829,10.0,11.0,0.647,0.41,83.87
BAT010780,Panasonic,NMC,73.54,631.0,,2.502,1.259,47.38,0.6,0.135,1.22,87.61
BAT011756,LG Chem,NMC,64.98,639.0,25.88,0.604,0.799,37.83,1.9,0.531,4.21,81.43
BAT000409,Samsung SDI,NMC,60.44,665.0,15.36,,0.958,34.94,2.6,0.505,0.29,89.86
BAT009707,Tesla,LFP,69.97,624.0,24.21,1.189,,29.42,5.6,0.292,0.38,
BAT014384,Tesla,NCA,,577.0,12.32,1.438,0.865,46.12,1.5,0.073,1.65,87.08
BAT001609,Panasonic,NMC,62.02,1351.0,24.73,0.762,1.3,42.98,10.0,0.162,1.55,83.02
BAT010433,CATL,NMC,40.0,762.0,-0.16,0.546,1.571,56.66,3.8,0.178,,90.11
BAT007150,CATL,NMC,69.25,1274.0,27.21,0.96,1.251,,1.0,0.189,,85.31
BAT004094,Samsung SDI,NMC,67.36,857.0,16.21,0.5,1.236,60.05,7.3,0.367,4.69,82.57
BAT007666,Panasonic,NMC,90.99,652.0,23.25,1.13,0.574,73.47,0.8,0.23,2.55,89.3
BAT004743,Tesla,NMC,77.01,,48.14,1.765,1.141,49.33,0.8,0.232,,80.59
BAT004954,CATL,LFP,70.26,1475.0,-9.18,0.631,0.771,24.98,15.8,0.027,0.1,89.92
BAT009215,Tesla,NCA,70.0,852.0,6.31,1.848,1.544,59.34,0.9,0.194,1.6,84.45
BAT014580,Panasonic,,96.22,1626.0,21.13,1.126,1.609,45.58,0.6,0.016,0.1,83.91
BAT000427,LG Chem,LFP,,681.0,25.24,0.638,0.536,49.7,2.1,0.061,1.1,96.66
BAT000950,CATL,LFP,78.78,1463.0,,1.328,0.666,31.54,10.1,0.152,5.76,77.81
BAT008362,,NMC,75.31,561.0,22.16,,0.84,50.34,2.1,0.209,1.09,93.39
BAT003394,,NMC,73.88,1058.0,20.27,1.657,0.969,53.56,14.8,0.465,4.51,78.97
BAT002866,,NMC,71.23,,16.9,1.035,1.077,45.94,2.8,0.7,1.87,78.04
BAT012970,Panasonic,NCA,56.65,703.0,38.44,0.654,0.925,55.93,12.2,0.147,0.66,85.55
BAT008960,BYD,NMC,58.14,695.0,38.49,1.606,1.013,71.56,7.8,0.398,0.43,86.65
BAT013657,Panasonic,NMC,83.59,783.0,32.52,1.063,0.872,54.52,2.0,0.023,0.7,
BAT011111,CATL,LFP,72.81,656.0,47.27,0.841,0.986,62.44,1.0,0.142,,86.08
BAT008168,CATL,NCA,75.32,728.0,22.98,1.406,1.164,41.57,5.5,0.075,0.82,92.53
BAT010319,CATL,NMC,53.27,1256.0,23.83,,1.118,,4.0,0.209,0.61,83.12
BAT005911,LG Chem,LFP,40.0,473.0,34.16,0.699,0.953,,,0.078,2.17,89.02
BAT007106,Tesla,NMC,68.09,909.0,20.97,0.688,0.714,,6.2,0.075,1.51,88.18
BAT007848,LG Chem,NMC,67.1,512.0,27.89,2.007,1.238,65.44,13.2,0.047,9.12,82.39
BAT001692,LG Chem,NMC,78.46,613.0,25.28,1.015,0.777,61.16,3.2,0.047,6.92,80.83
BAT014878,Samsung SDI,LFP,40.6,881.0,21.96,0.688,1.067,59.88,0.4,0.483,1.36,87.03
BAT012748,BYD,LFP,117.49,635.0,30.36,0.5,1.014,56.91,5.2,0.506,3.75,86.54
BAT001422,LG Chem,NMC,66.03,846.0,34.93,0.749,0.5,48.5,2.8,,0.86,85.57
BAT014792,,NMC,76.2,108.0,12.06,1.512,1.431,72.14,4.0,0.329,3.22,93.84
BAT007373,Tesla,NMC,45.24,528.0,,1.275,0.606,47.7,2.9,0.164,0.16,94.02
BAT000820,Panasonic,,63.66,251.0,40.32,2.102,,61.05,7.6,0.296,4.79,85.73
BAT006609,Samsung SDI,NMC,92.39,450.0,25.02,,0.826,29.5,0.1,0.049,2.64,91.74
BAT007259,BYD,NMC,65.94,,13.64,1.316,0.596,57.85,5.0,0.261,0.17,90.46
BAT014883,CATL,NMC,82.79,450.0,11.96,0.765,1.54,58.97,7.5,0.079,0.1,95.58
BAT010606,Panasonic,LFP,94.59,592.0,25.33,1.269,1.008,,0.0,0.224,1.26,92.53
BAT014678,BYD,NMC,53.53,628.0,40.71,0.618,1.337,38.73,0.9,0.084,0.28,88.55
BAT011213,CATL,NMC,79.94,858.0,27.97,0.5,0.518,65.69,0.2,0.106,4.07,81.19
BAT010496,Tesla,NMC,,50.0,29.17,0.5,0.5,51.27,0.5,0.478,2.04,91.14
BAT014128,Tesla,NMC,72.54,97.0,23.18,0.528,1.427,66.52,0.6,0.445,1.73,91.78
BAT009893,BYD,NMC,69.48,999.0,29.39,1.092,,58.88,8.9,0.329,0.78,82.37
BAT000410,Tesla,NMC,52.64,690.0,24.12,0.902,0.723,64.4,,0.092,7.73,83.42
BAT001286,LG Chem,LFP,85.47,570.0,,0.623,0.609,60.22,2.2,0.142,5.25,92.03
BAT008923,CATL,NMC,51.35,659.0,15.63,0.5,1.578,60.15,0.3,0.103,0.75,92.85
BAT005226,,,76.97,810.0,33.72,0.808,1.285,56.61,2.2,0.277,9.46,75.76
BAT006910,LG Chem,LFP,88.51,568.0,17.68,0.842,0.691,52.78,3.5,0.022,1.32,96.05
BAT007626,CATL,NMC,90.88,530.0,24.03,0.888,0.5,62.54,1.1,0.038,2.11,91.65
BAT005982,Tesla,LFP,48.38,1160.0,12.66,0.557,0.5,52.7,3.1,0.133,2.1,89.73
BAT001092,CATL,LFP,59.92,487.0,23.45,0.724,0.518,65.87,2.7,0.142,1.12,91.11
BAT004502,LG Chem,,52.89,370.0,22.84,1.2,,27.09,3.6,0.098,0.61,99.36
BAT000074,BYD,NMC,86.59,449.0,20.29,1.692,0.857,70.53,10.0,,0.79,95.9
BAT006826,BYD,NMC,87.8,425.0,30.43,1.532,0.693,,4.2,0.141,6.95,84.24
BAT011799,Tesla,NCA,94.98,602.0,22.15,2.068,0.5,44.32,12.8,0.009,0.98,93.49
BAT006527,Tesla,LFP,76.12,563.0,26.22,1.509,0.946,36.68,4.7,0.192,0.37,89.77
BAT011220,LG Chem,LFP,70.55,724.0,26.69,1.19,0.535,67.33,0.0,0.308,12.0,79.78
BAT010193,Tesla,NMC,89.44,611.0,21.8,0.857,1.234,34.48,9.3,0.266,0.19,88.89
BAT014812,,NMC,70.52,362.0,35.07,1.637,1.27,25.97,12.5,0.402,5.64,
BAT000292,Tesla,LFP,92.43,636.0,27.95,1.064,0.894,65.36,1.7,0.347,8.1,78.43
BAT006087,BYD,NCA,68.03,545.0,22.06,0.937,0.93,48.66,1.6,0.135,1.42,90.38
BAT007809,Panasonic,NMC,74.31,526.0,27.06,0.5,1.081,72.82,9.0,0.334,1.05,91.07
BAT009144,LG Chem,NMC,61.72,969.0,22.01,0.849,1.178,89.6,4.5,0.253,0.39,84.88
BAT011411,,LFP,81.75,947.0,16.73,0.651,0.681,79.07,2.3,0.148,0.55,
BAT008060,CATL,NMC,77.79,429.0,44.35,1.373,0.894,40.76,2.5,0.395,0.52,88.21
BAT002090,,NCA,68.39,937.0,35.87,0.587,1.095,50.51,3.4,0.209,1.72,79.97
BAT006287,BYD,LFP,84.93,587.0,41.92,2.482,0.785,40.49,3.0,,0.43,89.71
BAT001802,BYD,LFP,92.01,1062.0,26.43,2.217,,78.42,,0.384,2.26,84.6
BAT013753,Panasonic,NCA,67.33,657.0,48.49,1.734,1.457,57.37,0.1,0.185,2.65,80.32
BAT011823,LG Chem,NCA,73.85,833.0,,1.644,1.08,32.53,1.3,0.155,0.63,85.28
BAT001577,Tesla,LFP,53.04,,44.45,1.528,1.17,60.82,2.1,0.211,0.37,93.01
BAT001111,BYD,NMC,70.33,725.0,40.65,1.53,0.936,51.33,,0.044,2.97,83.59
BAT000319,Tesla,LFP,96.38,1058.0,32.32,0.76,0.865,58.88,1.0,0.239,,82.92
BAT010401,Tesla,NMC,65.32,492.0,10.7,0.715,0.562,66.93,9.1,0.152,1.91,91.4
BAT007803,Samsung SDI,NMC,67.58,501.0,16.25,0.5,0.686,59.57,2.3,0.255,0.74,91.9
BAT013591,Panasonic,LFP,64.6,414.0,30.7,1.268,0.5,42.33,7.6,0.281,4.95,89.54
BAT006197,Panasonic,NCA,96.45,799.0,20.76,0.899,0.744,49.69,7.9,,0.36,84.58
BAT001826,CATL,NMC,65.75,568.0,29.88,1.205,0.5,47.36,5.0,0.135,1.04,90.76
BAT003147,Samsung SDI,LFP,58.28,1031.0,25.21,0.753,0.993,52.4,2.9,0.014,3.15,87.98
BAT006453,LG Chem,NMC,64.07,831.0,25.34,2.799,1.578,44.23,9.1,0.226,0.84,
BAT004487,Tesla,NCA,,955.0,33.14,0.929,0.884,73.29,0.5,0.197,0.84,85.93
BAT003412,Tesla,NCA,69.88,531.0,43.54,2.103,1.166,59.37,4.7,0.09,,90.27
BAT000145,Panasonic,LFP,102.12,829.0,,0.845,0.914,,1.8,0.091,0.62,92.29
BAT009961,CATL,NMC,94.09,559.0,20.31,1.264,0.5,48.96,0.2,0.375,2.86,87.05
BAT004563,BYD,NMC,75.23,608.0,24.8,0.678,1.408,64.24,4.7,0.317,8.24,79.68
BAT007736,CATL,NMC,70.32,763.0,,0.5,1.302,34.13,0.3,0.298,0.72,87.01
BAT009052,CATL,NMC,48.58,,30.36,0.61,0.59,57.77,4.5,0.497,0.4,88.76
BAT010558,BYD,NMC,101.78,505.0,22.27,0.5,1.062,72.12,4.6,0.48,4.61,83.59
BAT004557,CATL,LFP,72.72,909.0,25.85,0.5,0.932,32.38,0.5,,0.41,89.85
BAT009196,Tesla,NMC,57.33,735.0,21.67,0.5,0.898,32.83,0.3,0.089,6.38,82.59
BAT011014,Panasonic,LFP,89.94,1427.0,20.91,1.901,0.5,,1.0,0.26,4.26,78.92
BAT004872,Tesla,NMC,51.88,683.0,23.2,0.677,1.492,76.9,8.2,0.743,1.86,82.33
BAT010414,Panasonic,NMC,87.61,641.0,23.09,0.5,1.48,58.17,2.0,0.529,4.06,86.5
BAT011801,Tesla,LFP,52.36,461.0,22.04,1.584,0.769,62.38,,0.31,3.53,87.57
BAT008258,Samsung SDI,NMC,43.41,893.0,31.92,0.5,1.405,53.24,2.7,0.607,,76.17
BAT011905,CATL,NMC,86.97,732.0,24.13,0.61,0.875,51.55,3.7,0.235,1.95,
BAT001831,Samsung SDI,LFP,97.51,117.0,36.88,1.357,0.5,43.34,1.0,0.07,0.82,95.48
BAT008966,CATL,NMC,,629.0,24.88,0.542,1.637,62.95,16.5,0.211,0.29,90.65
BAT000086,Panasonic,NMC,57.34,810.0,,0.5,1.052,69.36,5.4,0.6,1.32,80.83
BAT010091,Panasonic,LFP,57.12,262.0,26.04,1.691,0.5,71.11,2.8,0.296,1.11,
BAT001220,Panasonic,LFP,79.55,1025.0,22.41,0.607,0.868,68.31,1.7,0.458,0.41,84.56
BAT008404,CATL,LFP,61.04,1283.0,34.86,0.702,1.135,66.82,0.8,0.247,0.1,83.88
BAT005070,Tesla,LFP,57.35,649.0,20.93,1.197,1.255,67.73,1.2,0.504,2.31,87.27
BAT003577,Tesla,LFP,62.89,724.0,27.61,1.569,0.742,63.27,0.2,0.203,0.98,95.38
BAT012210,Panasonic,LFP,,738.0,,1.217,,78.52,1.6,0.623,,88.65
BAT011300,Panasonic,NMC,74.55,692.0,20.95,0.5,0.5,56.75,6.3,0.566,0.33,88.88
BAT005791,Panasonic,NMC,70.65,786.0,22.14,1.481,0.996,74.77,0.8,0.02,3.29,90.08
BAT004210,Tesla,NCA,78.31,555.0,23.04,0.985,0.621,58.8,,0.76,5.29,81.97
BAT014015,Panasonic,LFP,,909.0,27.72,1.391,0.816,42.0,6.3,0.143,4.18,83.09
BAT005439,Tesla,NMC,76.09,1068.0,27.62,1.231,0.703,47.61,3.9,0.141,0.55,88.66
BAT014306,,LFP,75.2,479.0,-1.32,0.678,1.205,57.3,0.4,0.021,,93.63
BAT000595,Samsung SDI,NMC,54.11,,20.82,1.596,,82.22,0.2,0.274,1.33,86.43
BAT004640,BYD,NMC,76.13,1870.0,29.92,1.094,,59.23,2.0,0.27,3.05,72.08
BAT007274,Tesla,,81.9,324.0,5.45,0.5,1.44,70.25,3.4,0.367,3.44,86.6
BAT008143,CATL,,,1091.0,28.39,2.742,1.14,46.01,8.3,0.527,3.04,76.73
BAT012300,LG Chem,NMC,78.52,299.0,23.16,1.116,0.985,59.97,1.0,0.057,0.1,97.66
BAT013848,LG Chem,NMC,61.08,1011.0,38.0,1.12,1.227,48.69,4.9,0.156,2.62,82.98
BAT008631,CATL,NMC,65.26,899.0,39.73,0.927,1.441,39.74,4.7,,0.73,88.18
BAT014544,Panasonic,NMC,88.76,512.0,34.08,1.14,0.822,46.08,0.2,0.152,4.62,84.17
BAT014063,LG Chem,NMC,74.06,502.0,35.95,0.887,0.73,80.99,1.1,0.231,1.21,87.3
BAT014025,CATL,,84.73,,27.99,,1.258,76.63,24.0,0.046,0.21,92.83
BAT000062,Panasonic,NMC,75.19,1760.0,,1.787,0.813,76.91,4.9,0.561,3.54,69.49
BAT005726,CATL,NCA,54.58,538.0,21.25,1.644,,65.84,2.8,0.319,0.77,92.12
BAT006115,Panasonic,,95.73,726.0,15.34,1.687,0.823,55.33,16.1,0.67,0.1,86.0
BAT013057,Panasonic,LFP,85.34,754.0,24.07,1.465,0.5,40.79,3.6,0.171,0.88,86.6
BAT010685,LG Chem,NMC,81.48,803.0,15.47,1.594,1.107,46.16,11.5,0.511,3.68,81.5
BAT010662,Tesla,NMC,61.78,576.0,22.22,0.794,0.704,16.41,3.0,0.077,3.52,91.85
BAT011713,CATL,NMC,75.02,612.0,26.96,0.5,0.765,41.56,5.4,0.098,0.14,89.83
BAT008639,CATL,NMC,61.56,255.0,29.1,0.5,1.864,34.05,4.6,0.089,1.26,92.48
BAT011858,Panasonic,LFP,93.12,282.0,16.59,0.81,0.918,37.87,3.4,0.328,4.78,88.36
BAT012380,Samsung SDI,NMC,69.47,,22.9,1.165,0.841,41.01,1.7,0.043,0.28,94.28
BAT013387,CATL,LFP,76.69,353.0,23.23,0.816,0.78,37.2,2.4,0.22,0.21,95.91
BAT009411,Tesla,LFP,87.19,603.0,29.73,1.059,0.5,,3.1,,3.0,90.8
BAT007317,Tesla,LFP,55.21,2156.0,22.55,1.69,1.103,71.8,0.8,0.089,0.61,79.52
BAT014887,LG Chem,NMC,65.95,575.0,14.84,1.269,1.303,66.55,4.7,0.092,0.1,91.02
BAT005991,Tesla,LFP,107.35,705.0,20.76,1.354,1.371,66.41,1.5,0.125,1.53,89.43
BAT007047,BYD,NMC,89.46,1016.0,13.1,0.939,0.921,72.76,4.7,0.517,0.11,85.07
BAT013135,CATL,NMC,85.66,1359.0,31.86,0.572,0.889,40.3,6.6,0.417,2.5,77.49
BAT007531,Tesla,NMC,52.79,831.0,25.8,1.312,0.531,59.63,8.3,0.212,0.93,86.91
BAT005412,Panasonic,,69.24,612.0,29.82,1.194,0.76,36.65,3.8,0.23,1.35,91.2
BAT000959,Tesla,NMC,72.61,157.0,30.01,0.533,1.286,60.39,7.2,0.181,0.38,95.21
BAT000473,Tesla,LFP,88.01,811.0,32.61,1.554,0.629,72.83,1.3,0.162,0.86,87.0
BAT013328,Panasonic,NMC,77.84,507.0,27.86,1.687,1.485,49.47,1.0,0.325,,89.28
BAT001514,Tesla,NMC,73.75,924.0,25.16,1.67,1.266,,7.0,0.522,2.86,82.57
BAT002291,,NMC,73.91,1398.0,8.38,0.668,0.567,70.01,24.0,0.098,0.28,82.44
